1,የማሽከርከር ሥልት ሥልጠና አሸከርካሪው በተለያዩ መልከዓ-ምድራዊ አቀማመጥ ባለላቸው መንገዶች ላይ እንዴት ማሽከርካር እንዳለበት የሚሰጥ ሥልጠና ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
2,የቆመዉን ተሽከርካሪ ለማንቀሳቀስና ጉዞ ከመጀመራችን በፊት ከኋላ የአካባቢውን ሁኔታ በስፖክዮ መቃኘት ያስፈልጋል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
3,የሞተር ጉልበቱ ከፍተኛ የሆነ ተሽከርካሪ በሜዳ ላይ ጭነት ያልጫነ ከሆነ ሁለተኛ ማርሽ በማስገባት ከቆመበት መነሳት ይችላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
4,በፍሪሲዮንና በነዳጅ አመጣጥኖ ተሽከርካሪን ለተወሰነ ደቂቃ ባላንስ በማድረግ ማቆም ተሽከርካሪው ወደ ኋላ ወይንም ወደ ፊት እንዳይንሸራተት ማድረግ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
5,እጅግ በጣም ተጠጋጋቶ ማሸከርከር ለአደጋ መፈጠር አንደኛው ምክንያት ቢሆንም ሌላው እንደ ምክንያት የሚጠቀሰው የመንገዱን አጠቃላይ ሁኔታ አለመረዳት ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
6,አሽከርካሪዎች ተሽከርካሪዎችን በሚያሽከረክሩበት ጊዜ ከጐንና ጐን እንዲሁም ከኋላ ያሉትን ተሽከርካሪዎች ርቀት በእስፖክዮ በመመልከት መቆጣጠር ይገባቸዋል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
7,ተከታትሎ በማሽከርከር ወቅት ለመንገዱ የተሰጠውን የፍጥነት ወሰን ገደብ ማክበር ግዴታ አይደለም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
8,አሽከርካሪዎች ወደሚፈልጉብት አቅጣጫ ለማቋረጥ ሲፈልጉ ማድረግ የሚገባቸው በመጀመሪያ ፍጥነት መቀነስ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
9,ተሽከርካሪውን ረድፍ ለማስያዝና ተከታትሎ ለማሽከርካር ቢያስፈልግ የትራፊክ እንቅስቃሴውን ብዛትና ሁኔታ ማመዛዘን ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
10,ተሽከርካሪን መቅደም ቢያስፈልግ መቅደም የሚቻለው በቀኝ በኩል መሆኑን አሽከርካሪው ሊገነዘብ ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
11,አንድ ተሽከርካሪ ለመቅደም ስንፈልግ በቅድሚያ በስፖኪዮ አማካኝነት ከኋላ እና ከጐን ተሽከርካሪ አለመኖሩን ማረጋገጥ ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
12,ተሽከርካሪን በምናስቀድምበት ጊዜ ፈቃደኛ መሆናችንን የምንገልጽው የቀኝ ፍሬቻ በማሳየት ማሳወቅ አለብን፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
13,ፊት ለፊት የሚመጣው ተሽከርካሪ ጋር ለመተላለፍ ቀኝ በኩል ያለውን የመንገዱን ጠርዝ ተጠግተህ በመንዳት በቂ የመተላለፍያ ቦታ በግራ በኩል መተው ያስፈልጋል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
14,ተራራማና ዳገት በሆኑ ቦታዎች ላይ ተሽከርካሪዎች መተላለፍ ቢፈልጉ ቁልቁለት የሚወርድ ተሽከርካሪ ዳገት ለሚወጣው ተሽከርካሪ ፍጥነቱን በመቀነስ ወይም በማቆም ቅድሚያ የመስጠት ግዴታ አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
15,እያሽከረከርን አቅጣጫ በምንቀይርበት ጊዜ ልናደርጋቸው ከሚገቡን ተግባራት አንዱ ረድፍን መያዝ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
16,ማንኛውም አሽከርካሪ ከመጋቢ መንገድ ወደ ዋና መንገድ ሲገባ ቅድሚያ መስጠት አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
17,ማንኛውም ተሽከርካሪ ከመንገድ ጠርዝ ወደ መተላለፊያ መንገድ ሲገባ ቅድሚያ መስጠት አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
18,አረንጓዴ የትራፊክ ማስተላለፊያ መብራት በርቶ ከርቀት በሚታይበት ጊዜ በከፍተኛ ፍጥነት እያሽከረከረ መገናኛ መንገዱን ማቋረጥ ይቻላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
19,አንድ አሽከርካሪ አቅጣጫውን ከመለወጡ ወይም ከመታጠፉ በፊተ ግልጽ የማስጠንቀቂያ ምልክቶችን በፍሬቻና በእጅ ምልክት ማሳየት አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
20,የተሽከርካሪን ፍጥነት ለመቆጣጠር ትኩረት ከሚሹ ጉዳዮች አንዱ የትራፊከ ፍሰት ሁኔታ ወሳኝነት አለው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
21,አንድ አሽከርካሪ ተሽከርካሪውን ወደ ኋላ አዙሮ ለመመለስ ቢፈልግ የትራፊክ ምልክት ሊገድበው አይችልም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
22,ከዋናው ተሸከርካሪ ጋር ተሳቢን ቀጥለን በምንጓዝበት ጊዜ የተሳቢውን ረድፍ አያያዙን ከዋናው ተሽከርካሪ ጋር ያለውን ርቀት በስፖኪዮ መቆጣጠር አይችልም፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
23,የማሽከርከር ስልት ሥልጠና ሲባል፡፡,ሀ. የተሽከርካሪን ሞተር ማስነሳትና ማጥፋትን ማወቅ፣,ለ. በተለያዩ መልከዓ-ምድራዊ አቀማመጥ ባላቸው መንገዶች ላይ የሚሰጥ ሥልጠና,ሐ. የመንግድ ሥነ-ሥርዓትን ጠብቀው ስለማሽከርከር,መ. ሁሉም መልስ ነው፡፡,,መ
24,የአንድን ተሽከርካሪ ሞተር ከማስነሳታችን በፊት ልደረግ የሚገባው ቅድመ ዝግጅት፡፡,ሀ. የእጅ ፍሬን መያዝ,ለ. ማርሽ ዜሮ ማድረግ,ሐ. የሞተር ማስነሻ ቁልፉን ወደ (Start) አቅጣጫ መጠምዘዝ,መ. ለ እና ሐ,,መ
25,ለረዥም ሰዓት ሲሰራ የቆየ ሞተር በቆመበት ወዲያውኑ ሞተሩን ማጥፋት ተገቢ አይደለም ምክንያቱም፡፡,ሀ. የሞተር ዘይቱ ወደነበረበት ቦተ መመለስ ስለሚያስፈልግ,ለ. የውሃው የሙቀት መጠን ወደ ኖርማል ሙቀት ደረጃ እንዲመለስ,ሐ. የተሽከርካሪውን ፍላሽ ለመቆጣጠር,መ. መልስ አልተሰጠም፡፡,,ለ
26,በሥራ ላይ የነበረን የተሽከርካሪ ሞተር ለማጥፋት በቅድሚያ መከናወን ያለበት፡፡,ሀ. ማርሽ ዜሮ ማድረግና የእጅ ፍሬን መያዝ,ለ. በሚኒየም ማሠራት,ሐ. ማስነሻ ቁልፍን ከStart ወደ Lock አቅጣጫ ማዞር,መ. ሁሉም መልስ ነው፡፡,,ሀ
27,አንድ ከፍተኛ ጉልበት ያለው መለስተኛ የጭነት ተሽከርካሪ ሞተር የጫነም ሆነ ያልጫነ በቁልቁለት መንገድ ላይ ሊጠቀም የሚገባው የፍጥነት ማርሽ የቱ ነው?,ሀ. ከባድ ማርሽ,ለ. ቀላል ማርሽ,ሐ. ዜሮ ማርሽ,መ. ሁሉም መልስ ነው,,ሐ
28,አሽከርካሪዎች በዳገት ላይ ከቆመበት ለመነሳት ተሽከርካሪው ወደ ኋላ እንዳይንሸራተት ሊያደርጉ የሚገባቸው ጥንቃቄ ወይም ዘዴ፡፡,ሀ. የእጅ ፍሬን መጠቀም,ለ. ባላንስ አድርገው መነሳት ይገባቸዋል,ሐ. ነዳጅ አለመስጠት,መ. ፍሪሲዮን በግማሽ መልቀቅ,ሠ. ሁሉም መልስ ነው,ለ
29,ረድፍ ለመያዝና ተከታትሎ ለማሽከርካር ሲያስፈልግ ቀዳሚ የሆነው የቱ ነው?,ሀ. በስፖኪዮ መመልከትና መቆጣጠር,ለ. የመንገድን መሐል መስመር ሳይወጡ ማሽከርከር,ሐ. የተሽከርካሪውን ፍጥነት እንደ ትራፊኩ ሁኔታ በአግባቡ ማሽከርከር,መ. ሁሉም መልስ ነው,,ሀ
30,የቀኝ ስፖኪዮ ባይኖር የግራውና የመሐለኛው ካለ በነሱ ብቻ መጠቃም ይቻላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
31,የማሽከርከር ችሎታ እንደ መንገድ ሁኔታ ይለያያል፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
32,የሞተር ዘይት የሚፈተሸው ሞተር ከተነሳ በኋላ ነው፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
33,የቆመ ተሽከርካሪን ከማንቀሳቀስ በፊት የአካባቢውን ሁኔታ መቃኘት ይገባል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
34,ለአደጋ የሚያጋልጥ የአነዳድ ባህሪ የሆነው የቱ ነው?,ሀ. በጣም ተጠግቶ ማሽከርከር,ለ. የመንገድ ሁኔታን ሳያገናዝቡ ማሽከርከር,ሐ. ሀ ና ለ,መ. ርቀትን ጠብቆ ማሽከርከር,,ሐ
35,የፍጥነት ወሰን ማክበር ግዴታ የማይሆንበት ሁኔታ አለ፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
36,የፍጥነት ወሰንን ሳያከብሩ ማሽከርከር የሚችሉት የአደጋ ጊዜ ተሽከርካሪዎች ብቻ ናቸው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
37,የስራ አካባቢን ንፅህና መጠበቅ የሆነው የቱ ነው?,ሀ. ቆሻሻን ማፅዳት,ለ. ሽታን ማስወገድ,ሐ. ሀናለ,መ. አካባቢን መበከል,,ሐ
38,ለመንገድ ህግጋት ራስን ማስገዛት የአንድ አሽከርካሪ የስራ ላይ ደህንነት ግንዛቤን ያሳያል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
39,ማንኛውም አሽከርካሪ መኪናው ከመንቀሳቀሱ በፊት የመኪናውን ዙሪያና መሬት ላይ ምን እንዳለ ማየት ይገባዋል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
40,አሽከርካሪዎች እያሽከረከሩ አቅጣጫቸውን መለወጥ ቢፈልጉ በመጀመሪያ ማድረግ ያለባቸው ተግባር የቱ ነው?,ሀ. ማርሽ መቀናነስ,ለ. የኋላ መመልከቻ መስታወት ማየት,ሐ. ፍሬቻ ማሳየት,መ. ሁሉም መልስ ይሆናል,,ለ
41,ሞተር እየሰራ ፍሪስዮን ፔዳል ሳንረግጥ ማርሽ በማስገባቱ ተሽከርካሪን ከቆመበት ቦታ ማንቀሳቀስ ይቻላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
42,ለፍሬን ብቃት መቀነስ ምክንያት ከሚሆኑት ውስጥ ድንገተኛ የሆነ ፍሬን በተደጋጋሚ መጠቀም ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
43,ሞተር ከማስነሳታችን በፊት ማርሹን ማድረግ ያለብን ማርሽ ላይ ነው፡፡,ሀ. 1ኛ,ለ. 2ኛ,ሐ. ዜሮ,መ. የኋላ,,ሐ
44,የጋቢና መብራት ዳሽ ቦርዱ ላይ ያሉ ጠቋሚ መሳሪያዎችን ለማሳየት ይረዳል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
45,የኋላ ማርሽ መብራት አገልግሎት የተሽከርካሪ ፍጥነት መቀነሱን ከኋላ ለሚከተል ተሽከርካሪ ለማሳወቅ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
46,ተሽከርካሪ ላይ የሚገኝን ረጅም መብራት በከተማ ክልል መጠቀም ተገቢ ነውስጥ፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
47,የቀኝ ፍሬቻ አገልግሎት የሆነው የቱ ነው?,ሀ. ከግራ ወደ ቀኝ እረድፍ ለመቀየር ያገለግላል,ለ. ወደ ቀኝ ለመታጠፍ ያገለግላል,ሐ. ለመቆም ያገለግላል,መ. ሁሉም መልስ ይሆናሉ,,መ
48,የግራ ፍሬቻ አገልግሎት ከሆነው ውስጥ የማይካተተው የቱ ነው?,ሀ. ከቆመበት ለመነሳት,ለ. ለመቆም,ሐ. ወደ ግራ ለመታጠፍ,መ. ከቀኝ ወደ ግራ እረድፍ ለመቀየር,,ለ
49,የተበላሸ ተሽከርካሪ በመንገድ ላይ ሲቆም የሚበራ የተሽከርካሪ መብራት ______ይባላል::,ሀ. የቀኝ ፍሬቻ,ለ. የግራ ፍሬቻ,ሐ. ሀዛርድ,መ. የኋላ መብራት,,ሐ
50,በጋቢና ውስጥ የሚገኝ በኤሌክትሪከ የሚሰራ የሪዶታ ጠቋሚ ምልክት የምንድን ነው?,ሀ. 2WD,ለ. 2H,ሐ. 4WD,መ. 4L,,መ
51,በዳሽ ቦርድ ላይ ያለው የተሽከርካሪ ፍጥነት አመልካች ጌጅ መለኪያው ነው፡፡,ሀ. Km/hr,ለ. Km/min,ሐ. m/min,መ. Cm/hr,,ሀ
52,ፍሬቻ ተሽከርካሪን ለማሰቀደም አያገለገልም፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
53,ረድፍ ከመቀየራችን በፊት አስቀድመን ሀዛርድ ፍሬቻ ማብራት አለብን፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
54,በጉዞ ላይ ከመቆማችን በፊት አስቀድመን የግራ ፍሬቻ ማሳየት አለብን፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
55,የሠሌዳ መብራት በምሽት ጊዜ ከኋላ በኩል ያለውን ቦታ አጥርቶ ለማየት ያገለግላል፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
56,ሠሌዳ በአብዛኛው ጊዜ ከፊት ባለዉ የተሽከርካሪ ክፍል ላይ ብቻ ይገኛል፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
57,የፍሬቻ መብራት ከፊትና ከኋላ ብቻ የሚገኝ የኤሌክትሪክ ክፍል ነው፡፡,ሀ. እውነት,ለ. ሐሰት,,,,ለ
58,አንድ ተሽከርካሪ ከቆመበት ለመነሳት ቢፈልግ የሚጠቀመው ፍሬቻ፡-,ሀ.የቀኝ,ለ. ሀዛርድ,ሐ. ሀዛርድ,መ. ሁሉም መልስ ይሆናሉ,,ለ
59,አንድ ተሽከርከሪ ለመቆም ቢፈልግ የሚጠቀመው ፍሬቻ ነው፡፡,ሀ. የቀኝ,ለ. ሀዛርድ,ሐ. ሀዛርድ,መ. መልሱ የለም,,ሀ
60,ታርጋ ያለጠፉ ተሽከርካሪዎች ከወደብ ወደ ከተማ በሚገቡ ጊዜ የሚጠቀሙት መብራት ይባላል፡፡,ሀ. የቀኝ ፍሬቻ,ለ. የሀዛርድ መብራት,ሐ. የማቆሚያ መብራት,መ. ሀ እና ለ መልስ ናቸው,,ሐ
61,በማሽከርካር ወቅት ማርሽ መለወጥ የሚያስፈልገው የተሸከርካሪውን ፍጥነትና አቅጣጫን ለመቆጣጠር ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
62,በመኪና ውስጥ ከሹፌሩ ፊት ለፊት ያሉት የመቆጣጠሪያ መሣሪያዎች የተሸከርካሪውን የአገልግሎት አይነት ለማወቅ ያገለግላሉ፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
63,በቁልቁለት በምናሽከረክርበት ጊዜ በድንገት የእግር ፍሬን ቢበላሽ ተሸከርካሪውን ለማቆም ማድረግ ያለብን ተግባር የሆነው የቱ ነው?,ሀ. የእጅ ፍሬን ቀስ በቀስ መጠቀም,ለ. ከበድ ማርሽ መጠቀም,ሐ. ማርሽ ዜሮ ማድረግ,መ. ሀ እና ለ መልስ ይሆናሉ,,መ
64,አንድ አሽከርካሪ በሚያንሸራትት መንገድ ላይ እየነዳ ባለበት ጊዜ ተሽከርካሪውን ለማቆም ቢፈልግ ምን ማድረግ አለበት ?,ሀ. አስቀድሞ ማርሽ ማስገባትና ፍሬን በሀይል መርገጥ,ለ. የእግር ፍሬን ያዝ ለቀቅ በማድረግ ከባድ ማርሽ ማስገባት,ሐ. የእጅና የእግር ፍሬኑን በአንድ ጊዜ መያዝና መሪውን መጠምዘዝ,መ. የነዳጅ መስጫውን በመርገጥ ነዳጅ መስጠት,,ለ
65,በፍጥነት እየነዳህ ከቀላል ወደ ከባድ ማርሽ መለወጥ ብትፈልግ ማድረግ ያለብህ ተግባር የሆነው የቱ ነው?,ሀ. የተሸከርካሪውን ፍጥነት በፍሬን በመቀነስ ፍሪሲዮን ተጠቅሞ ከባድ ማርሽ ማስገባት,ለ. ነዳጅ አለመስጠትና ፍሬን ተጠቅሞ ፍሪሲዮን ረግጦ ማርሹን ከከባድ ወደ ቀላል መለወጥ,ሐ. በቂ ነዳጅ መስጠትና ማርሹን ከአራተኛ ወደ አምስተኛ መለወጥ,መ. ሀ እና ለ መልስ ይሆናሉ,,ሀ
66,አንድ አሽከርካሪ በቅፅበት ተሸከርካሪውን ማቆም ቢኖርበት እግሩን ከነዳጅ መስጫ ፔዳል ላይ አንስቶ የፍሬን ፔዳል ላይ ለማሳረፍ ምን ያህል ጊዜ ይፈጅበታል?,ሀ. ¾ ሰከንድ,ለ. 1 ሰከንድ,ሐ. 0.75 ሰከንድ,መ. ሀ እና ሐ መልስ ናቸው,,መ
67,ማርሽ ፍጥነት ለመቀነስ ከማገልገሉ ሌላ የተሸከርካሪን አቅጣጫም ለመለወጥ ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
68,አንድ አሽክርካሪ ፍሬቻ ወይንም የእጅ ምልክት በ ሜትር ክልል ውስጥ ማሳየት አለበት፡፡,ሀ. 60,ለ. 40,ሐ. 55,መ. 50,,መ
69,ከሚከተሉት አንዱ እንደእጅ ፍሬን ማገልገል ይችላል?,ሀ. የነዳጅ መስጫ,ለ. የሞተር ማስነሻ ቁልፍ,ሐ. የፍሬሲዮን ፔዳል,መ. ማርሽ,,መ
70,ከሚከተሉት አንዱ የተሸከርካሪ የትእይንት መቆጣጠሪያ መሣሪያ ነው፡፡,ሀ. የጎን መብራት,ለ. አንፀባራቂ ምልክት,ሐ. ስፖኪዮ,መ. መልሱ አልተሰጠም,,ሐ
71,በዝናባማ የአየር ሁኔታ ዉስጥ ከማሽከርከራችን በፊት ማድረግ የሚገባን ጥንቃቄ የቱ ነው?,ሀ. በሚያንሸራትት ቦታ ላይ በዝግታ ማሽከርከር,ለ. ከቆምንበት ስንነሳ በዝግታ መነሳት,ሐ. በኩርባ መንገድ ላይ ፍሬን አለመጠቀም,መ. የዝናብ መጥረጊያ መስራቱን ማረጋገጥ,,መ
72,በጭጋጋማ የአየር ሁኔታ ውስጥ መጠቀም የማይገባን,ሀ. አጭር የግንባር መብራት,ለ. የጭጋጋማ መብራት,ሐ. ረጅም የግንባር መብራት,መ. ሁሉም መልስ ነው,,ሐ
73,አደጋን ተከላክሎ ለማሽከርከር ማድረግ የሚገባን,ሀ. በፍጥነት ማሽከርከር,ለ. በተሸከርካሪዎች መካከል ያለውን ርቀት መጠበቅ,ሐ. የትራፊክ ምልክቶችን አለማክበር,መ. ሁሉም መልስ ነው,,ለ
74,የሰከንዶች ህግ ስንል,ሀ. በፍጥነት የምንጓዝበት,ለ. በፍጥነት የምንቀድምበት,ሐ. ፍጥነታችንን የምናስተካክልበት,መ. መልሱ አልተሰጠም,,ለ
75,አደጋ ተከላክሎ ለማሽከርከር ማድረግ የሚገባን,ሀ. ሃዛርድ መብራት ማብራት,ለ. ሦስት ጎን አንፀባራቂ ማስቀመጥ,ሐ. የሞተር ቁልፍ አለማጥፋት,መ. ሀ እና ለ መልስ ናቸው,,መ
76,በጉዞ ላይ ያለን ተሸከርካሪ በድንገት ለማቆም እጅ ፍሬን ቀስ በቀስ በመያዝ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
77,በአብዛኛውን ጊዜ በቀላል ተሽከርካሪዎች 3ኛ እና 4ኛ ማርሽ ከባድ ማርሽ ተብለው ይገለጻሉ፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
78,በማንዋል ማርሽ ላይ የሚገኙት የማርሽ ዓይነቶች የሚገለጹት በቁጥር ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
79,ተሸከርካሪን ስናቆም ጎማን ከመንገዱ ጠርዝ አስጠግተን ማቆም ያለብን 40 ሴ.ሜ ርቀት ላይ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
80,ሞተር እንደተነሳ ትንሽ ነደጅ ሠጠት እያደረጉ ማሞቅ ተገቢ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
81,ተሸከርካሪን ቁልቁለት ላይ ስናቆም የምንጠቀመው ማርሽ የትእዛዝ ነው@,ሀ. 1ኛ,ለ. 2ኛ,ሐ. 4ኛ,መ. የኋላ,,መ
82,ተሸከርካሪን በሜዳማ ቦታ ላይ ስናቆም የምንጠቀመው ማርሽ የትእዛዝ ነው@,ሀ. 1ኛ,ለ. 2ኛ,ሐ. የኋላ,መ. ሀ እና ሐ,,መ
83,ከሚከተሉት ውስጥ አንዱ ቀላል ማርሽ ነው፡፡,ሀ. 1ኛ.,ለ. የኋላ,ሐ. 2ኛ,መ. 5ኛ,,መ
84,ተሸከርካሪው ከቆመበት ቦታ እንዳይንቀሳቀስ አስሮ የሚይዝ መሣሪያ ይባላል፡፡,ሀ. የእጅ ፍሬን,ለ. የመቆጣጠሪ መብራት,ሐ. ሪዶታ,መ. ሀ እና ለ መልስ ናቸው,,ሀ
85,ተሸከርካሪውን ከቆመበት ለማንቀሳቀስ የሚያገለግል የማርሽ ዓይነት የቱ ነው፡፡,ሀ. 1ኛ,ለ. 3ኛ,ሐ. የኋላ,መ. ሀ እና ሐ,,መ
86,አሽከርካሪዎች በጉዞ ላይ እንዳሉ ጎማ ቢፈነዳ ቶሎ ብለው ድንገተኛ ፍሬን መጠቀም አለባቸው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
87,የእግር ፍሬንና የእጅ ፍሬን ተግባር ተመሳሳይ ነው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ